hours_studied,sleep_hours,distractions,attendance,grade
8,4,1,62,85.50749388079022
2,6,1,89,64.32353338057158
4,7,8,74,62.209892166883
1,5,10,53,26.107423495824968
5,4,8,91,63.27209728746553
9,9,2,68,100.0
1,8,7,67,45.49856712018605
9,6,8,86,96.87153534485368
8,4,8,79,72.36677839336295
6,8,10,68,71.95989470006579
7,8,7,72,72.72306806189917
3,9,5,65,63.690950980750195
1,7,1,50,49.06155578675679
5,9,9,61,63.52854474692235
2,7,7,73,51.518408514023044
5,7,2,83,80.16242487327439
8,4,6,57,72.27270390007452
9,4,2,67,91.4972892754769
2,6,1,97,74.08919557071675
3,7,7,54,43.5168124598918
3,8,2,75,81.46974665693413
1,5,2,79,51.101012835460594
8,6,5,62,71.70288870758426
6,4,5,68,55.93689041740115
8,9,7,78,92.4972594845633
9,6,1,52,85.91291807242382
5,6,8,75,69.65478324573169
3,6,3,89,74.55542281722774
5,6,4,61,66.9510061229252
5,5,9,51,46.14316402268625
5,9,4,60,79.54988636098834
3,9,10,93,77.83694950876266
10,9,5,77,100.0
4,7,7,67,58.18234184575395
9,8,4,62,95.90782776941087
10,9,1,86,100.0
9,6,9,71,74.97466342070013
2,6,4,61,46.00480468939028
8,9,9,51,72.70910797931127
8,9,6,86,98.51979839481771
7,6,1,56,89.30290576287729
8,7,3,75,88.09155262194066
3,4,2,75,67.11744244845664
6,4,9,73,58.91370224153715
1,9,1,61,50.41807506277328
7,5,9,65,61.97136998534831
1,9,9,72,55.883484965838456
9,9,8,89,100.0
1,4,8,58,32.02225599331978
1,6,1,81,68.1425200442219
7,9,8,64,72.81831855532135
2,6,10,86,45.74124784953875
5,6,3,62,56.68135695351788
8,5,7,54,72.38541035621392
8,6,1,60,88.81242116814802
3,4,1,59,58.11983259795557
7,7,10,62,61.0849438797161
3,7,5,90,62.978755220400735
6,8,5,95,84.90190845783334
6,9,8,99,85.88713863820648
3,4,7,64,52.76979454456427
7,6,8,91,87.5006336189125
3,7,6,56,49.7088967968984
8,4,6,89,85.99625996629993
10,7,2,77,100.0
4,6,6,81,68.32139880390828
1,7,5,84,52.30952131129001
4,9,3,64,76.75125722986965
7,9,6,97,94.25148351207804
4,8,8,85,74.52957514271579
6,8,9,70,68.86288545902829
9,7,1,55,87.54962023200864
1,4,3,50,44.06498358624828
5,9,3,53,73.38473092446883
7,4,8,60,59.38909314475721
1,4,1,93,65.29089154175632
4,7,5,75,61.80004465212558
6,4,3,86,84.5343179463018
2,9,2,72,68.30277646795776
10,6,8,78,94.00393857834219
5,8,3,70,70.26063269488456
10,6,7,97,100.0
1,4,1,94,62.02290069672742
6,6,6,94,88.15149606809264
6,9,3,98,100.0
4,9,8,76,67.03761481191292
8,4,6,88,85.5897387866169
4,7,2,89,87.7828455086349
8,6,6,62,76.0000575828872
8,7,7,72,81.45567519782347
5,7,5,65,59.05147678623544
4,5,3,79,67.10463832328595
2,4,4,53,31.80186480657739
3,8,4,89,74.92832660483397
3,9,6,65,67.44067571621373
4,9,10,80,56.40180262476592
4,4,1,91,81.67104412310395
10,8,4,74,100.0
5,9,10,93,78.36417566436697
4,4,4,61,51.987901099307294
10,9,10,75,85.9338155872567
8,7,1,86,98.08505412851879
6,6,9,97,88.98705034224743
6,6,4,82,75.51977251873274
8,9,7,77,83.55728819137225
7,5,3,58,73.70645513703552
10,8,10,61,84.07111742413842
10,8,3,54,93.38335104602176
8,8,8,77,86.57223971676127
2,7,8,84,60.22101305348078
9,8,1,54,91.06418200107343
1,6,10,83,45.47205104141308
8,7,2,95,100.0
4,4,8,83,52.52355666622603
4,8,1,62,61.38909328030685
5,8,8,88,80.35404246047958
8,4,8,91,94.01481287801487
5,8,2,94,91.96322673175592
8,4,4,97,93.50966100532978
10,7,6,63,89.02095783453005
1,6,9,60,42.94030420755129
10,4,8,91,91.11121533527567
9,5,8,87,86.56717919992532
6,4,7,53,59.054319071346015
3,8,9,82,59.57863518901589
8,7,2,56,78.57653149462072
9,9,3,90,100.0
6,7,10,57,56.54226396163927
7,9,8,86,84.12269986161994
1,4,6,100,65.50024079286594
5,6,10,59,51.60701598388644
5,5,9,92,70.47113041148667
10,7,10,64,83.14764120503888
4,8,4,87,75.06840254814836
6,9,8,64,76.44716810010961
7,8,10,54,67.57289491893363
9,6,3,78,92.70310084180034
1,9,3,68,62.16595168928169
6,7,8,100,82.42844952934999
7,4,5,59,60.97752319945735
3,8,3,61,57.471663728239385
8,6,10,53,65.8502931048149
5,7,1,80,82.08634535035777
9,7,3,67,100.0
5,7,9,65,60.285209433310214
9,7,5,89,96.57398353273209
10,9,10,85,100.0
4,7,2,74,67.52866339212697
9,8,7,72,90.57934379737648
5,6,2,61,71.09583388239137
10,9,4,83,100.0
9,7,7,85,100.0
3,5,4,86,77.98758562922225
4,5,7,52,50.35698685670643
9,6,7,58,83.8939816389276
10,4,1,67,100.0
6,4,6,92,70.96887076091762
2,9,9,84,61.65313704387504
7,9,2,83,97.11001733956671
2,9,3,90,80.21328855130537
2,4,10,63,34.8580945973831
1,5,5,53,32.40783840048033
3,4,9,78,48.05473908173522
6,8,4,90,96.23461369827943
8,7,1,94,99.48137684487467
9,9,4,99,100.0
7,5,6,64,65.26362457479095
4,6,5,77,68.13198277743454
6,6,1,91,97.7025803980748
5,7,4,65,60.45132767346995
8,5,6,61,73.97199281739292
1,4,10,54,19.378896413624076
1,4,10,83,43.52701387414992
6,8,4,91,90.31515862214373
10,8,9,50,81.65336969538698
2,4,5,88,55.9933150239897
5,6,8,81,73.12109401594923
1,9,9,75,61.743157653988916
7,6,10,66,60.32667335059279
1,8,5,97,62.73721941002674
4,7,6,76,68.60748951277354
9,4,1,73,87.41798825849041
1,8,7,84,61.66791885200137
4,8,4,95,88.97058729542168
6,9,2,91,95.76711843876771
6,4,5,88,72.18231366679262
8,9,3,75,97.1261048917364
1,4,6,98,54.520091069815095
7,9,8,87,91.07418594947596
1,6,7,72,33.73591470475415
7,7,3,71,80.6627224057494
3,7,8,53,44.47950325564708
8,4,2,98,93.01505334126557
3,5,10,58,24.676450538235233
1,8,9,53,28.058137673226533
8,8,4,56,77.47320737207816
3,4,1,72,60.423578995733905
2,9,8,51,44.31898903259345
1,5,7,98,51.84215458735713
3,6,5,73,63.482574803964205
2,9,10,89,65.4806683246188
2,9,5,80,67.74959326740937
6,4,7,96,76.6006014135933
1,4,5,80,42.716697245332945
2,8,8,96,62.31503834671736
6,4,6,89,65.96175308437391
3,4,5,97,64.24624284110834
4,4,9,100,67.92870644855599
1,8,2,92,77.7716494838728
8,6,1,83,96.27610071047269
7,6,8,73,75.95834416004845
7,4,3,98,75.72005378569402
3,8,7,75,60.33535839800788
10,6,10,65,78.21818809933369
10,9,8,96,100.0
3,6,6,62,53.96466730460709
2,6,10,64,42.47127711440304
1,8,9,76,51.21164155499496
7,9,7,53,74.72721366166111
7,8,10,65,79.16182665424564
2,4,5,79,39.97360226017464
7,7,8,93,87.2310520435771
8,6,2,79,99.14901425819782
1,7,7,85,45.04303273403676
9,8,4,52,91.18958926886151
7,8,9,71,72.69418379367342
3,8,1,98,86.54907964421021
8,7,7,71,78.59820309527286
7,8,6,99,100.0
8,4,8,99,84.05819059388217
6,8,5,98,97.22898428178605
9,5,1,61,90.67664918132171
5,7,1,70,75.03103757970581
3,5,9,53,41.00929595197763
3,8,10,80,55.68215470993634
1,4,6,93,51.820640469199866
8,6,10,80,76.467028192551
2,9,5,72,67.49955933194387
3,9,1,69,77.20161135368708
8,8,6,64,83.84639225697629
8,4,6,72,72.5714411142217
4,7,3,77,67.1550425508464
4,5,8,65,52.178282096453486
5,5,1,86,77.8385455342412
6,5,1,70,68.61001921213088
5,7,6,64,59.34985729501875
7,9,10,66,83.12937652770859
2,4,1,99,66.20011807505277
7,7,6,86,92.41081388755201
10,5,1,62,92.2167513640086
7,8,6,68,87.19788817580407
1,6,3,79,62.33582008737189
7,7,8,94,82.87152286549671
5,7,6,67,57.56012166596197
3,4,1,63,46.9833976148484
3,4,5,85,55.45669248022146
4,7,8,85,76.9481721277877
2,5,3,69,51.4471896253873
2,6,6,68,50.72621975036727
1,4,5,94,60.51668433101695
5,5,6,93,75.05160681555844
4,8,10,56,52.37945519260387
10,4,1,93,100.0
2,5,7,53,38.944848777549936
3,5,9,83,53.00266447498257
7,6,2,51,70.89275328401278
7,6,10,54,60.39244445432728
4,8,5,59,68.9719989854157
5,5,10,81,69.4100229349936
5,9,4,91,90.96138320784455
6,5,6,90,81.77580567547986
9,6,6,62,83.34865353581407
2,9,2,88,76.56335317798198
5,4,2,54,62.57128539306342
3,4,4,59,54.44666417156242
4,7,1,59,64.06819081990427
10,6,9,87,86.24301648843546
6,7,7,76,72.33495875181767
8,9,7,100,100.0
1,6,3,70,56.34935808810616
10,8,3,57,91.55246087572256
8,5,1,50,65.55711738687594
7,8,3,77,88.95275671664491
1,9,3,98,74.03042887170882
2,6,4,88,58.18863258294281
3,9,4,63,61.71954535591344
1,5,3,70,53.33641705043499
9,4,10,79,76.8906003479805
8,4,8,70,72.7281105930466
2,9,8,98,68.22158884194727
9,7,1,58,89.22944794520836
7,6,7,66,70.18550885287928
9,6,2,54,88.49440097089845
6,4,1,80,72.54339894329392
6,8,3,89,100.0
4,5,4,87,73.37429247841202
10,8,6,92,100.0
10,8,10,68,92.0670355894325
2,9,5,85,75.61174533536554
7,4,4,99,86.84830975198781
5,4,8,82,60.917076051174696
6,4,4,62,72.46737106736502
2,9,10,63,59.09487573459049
5,7,2,82,83.14717828784053
10,8,3,78,100.0
4,9,6,92,78.64698922537721
9,6,8,98,100.0
6,5,8,85,66.34892351993102
2,7,9,93,58.458584001204905
1,6,7,59,39.96292440715815
5,8,2,80,80.38642656796166
9,4,8,55,73.98217280938039
6,8,7,50,68.46983757602187
10,9,8,56,99.04772954762646
7,5,3,76,85.90730447928885
5,9,7,70,68.1955518221698
10,7,10,77,92.15184530454596
6,7,9,65,70.44010836757928
5,5,3,95,86.69739407062673
9,6,10,72,75.11578926054632
6,6,6,69,66.01831148822262
8,7,2,87,94.80181440445494
2,7,2,74,72.02365997069433
9,4,5,77,88.61439411921019
5,6,5,54,55.89390687895644
7,5,7,70,71.6359446937856
10,6,2,67,96.88156343299488
1,4,7,96,46.137092655171585
10,9,5,55,94.68091971978302
5,7,6,78,73.9534764386022
10,7,8,68,98.6562654732595
2,4,10,82,39.72156237116864
6,5,4,50,53.45300337902331
1,7,7,94,53.755231323220116
3,8,6,52,48.536762882838886
5,7,10,91,69.36536411983552
4,8,2,70,69.76748135436429
3,4,8,84,57.1106100290947
10,4,10,90,81.4198361849526
5,7,9,89,72.60008984149616
8,6,5,52,84.00096091761087
4,8,10,74,63.76784135881812
1,5,4,94,61.253785058561796
7,7,6,87,96.7865810037258
8,5,8,94,92.22824782118487
3,7,3,69,67.32562183676302
6,6,10,93,72.94636575027765
2,6,1,94,72.88655562605103
7,6,4,83,86.14348066166897
8,9,4,70,91.99287226213946
6,6,1,97,95.56018255941463
6,4,9,72,61.75373848523828
5,4,3,55,52.27685766420887
8,9,5,100,100.0
1,8,6,62,50.04898756536641
10,5,8,98,96.68608519024691
4,7,6,72,66.10587989364728
4,7,3,58,68.651844455793
3,9,6,66,55.66656793707054
3,4,1,51,49.97469636759877
4,7,4,68,61.07072112568834
1,4,6,68,52.2850191048781
2,8,7,56,48.69093023884307
9,5,10,91,79.61127176200247
10,8,3,91,100.0
2,9,9,69,50.81990710609806
5,6,7,58,56.95460040961896
9,6,1,66,93.31600880007319
9,6,2,76,92.76023471715482
8,8,1,96,100.0
1,7,9,51,22.44629916819987
1,5,9,85,49.92949191438646
9,6,7,68,77.3609756463139
8,9,10,66,77.92339238844843
10,9,3,54,100.0
9,6,5,88,95.97769490846942
7,6,4,67,77.68226126451187
3,5,7,56,38.93961278635115
3,6,9,66,58.47824108735225
2,5,2,88,67.65741191103295
5,9,8,85,73.08607525865416
3,6,9,89,60.39091223028926
6,8,10,94,75.23266002674345
2,8,10,53,49.112071469947246
3,9,9,87,68.49818980354273
5,5,10,74,52.12226736046467
1,8,7,54,45.48795367811958
1,5,9,79,40.10962163975843
10,8,9,61,80.05885672238759
9,8,3,53,91.40523166950105
7,5,4,73,80.26420917068947
1,7,2,78,66.68866816283699
8,8,10,58,73.32251778458898
3,6,3,53,54.03530143479276
8,9,5,100,100.0
5,7,5,73,80.47641497253514
1,5,6,63,37.94963238362965
7,7,7,54,71.34727484402866
5,4,7,67,59.58372726007806
6,4,1,91,87.24888259615379
6,8,2,68,82.26047696970215
8,8,9,61,77.10302003653752
9,6,10,67,76.03171119283574
2,9,2,66,75.79605180055901
9,7,6,79,91.21118107284347
10,4,1,73,91.93710736873886
9,8,3,60,92.96899154283462
10,9,2,84,100.0
10,7,3,72,100.0
7,8,5,66,79.71276698899334
1,8,10,50,34.55186739966438
7,4,6,64,67.64803519485606
10,4,9,81,89.02994844680002
5,8,10,58,58.46503191854576
6,5,4,64,69.51237515315795
10,8,7,77,100.0
7,9,6,73,90.83827531590758
5,8,2,84,82.08162106186711
7,6,10,71,62.238397200665894
9,6,8,76,93.47739814691906
3,6,7,68,56.52037718964079
8,5,7,94,86.90306681835298
2,5,8,61,39.59850968316565
7,8,1,69,89.53719153335086
2,6,1,50,52.05640362220776
4,5,8,70,49.14081405297656
7,4,4,98,92.20083492544963
3,8,5,94,76.87726699314251
2,9,8,50,47.058135480166754
10,7,5,59,86.03028808660738
7,8,10,96,89.62133548386318
1,7,4,81,54.145141784269796
8,6,6,88,86.53924570045606
3,7,5,71,61.93810961720876
2,6,7,67,60.03665949807826
3,4,10,97,56.35733066677405
5,7,7,95,66.65599560166216
8,8,4,81,93.28749308319625
10,6,5,76,99.41864556110286
7,8,3,77,85.85769527507938
7,5,4,67,79.6555122057283
7,6,4,88,89.79410287382515
8,7,3,98,100.0
1,6,10,78,39.205729453745015
4,8,5,67,64.31608042533642
6,4,5,93,81.32492579142256
9,6,7,57,77.4623581251392
2,7,4,80,62.65988594106863
1,5,4,83,61.34484934474531
10,9,9,56,90.02070463530893
2,4,6,85,42.550385166521366
7,5,4,67,79.49534061258194
3,6,2,87,75.99484400207561
10,8,6,58,96.92455643611716
2,8,2,58,54.30150790213246
7,7,5,95,95.12402912605062
2,8,6,57,51.058150106215905
3,4,4,100,64.21184076260123
7,8,3,84,99.73383283953291
4,7,7,67,59.29227000345309
1,9,2,54,60.76366195626167
5,6,6,63,58.78570607466262
9,6,4,77,86.19707264600302
8,8,6,79,90.28716908984428
9,5,4,53,79.65956591281224
10,6,4,88,100.0
9,9,4,69,83.17771565620886
7,8,9,74,79.91824572459385
4,7,7,77,67.39490345261012
5,9,3,61,79.93583639270483
1,8,3,51,46.59753782224611
1,9,6,92,63.82474133809046
3,6,6,63,59.701608864007454
8,7,4,71,80.62297657089142
2,8,9,80,54.7644110316618
4,4,4,72,60.711509230659026
2,7,9,97,64.53010915007121
5,4,4,69,64.3488359120216
9,9,2,87,100.0
1,5,2,53,48.338069740104274
5,7,5,64,68.00953706138453
9,9,4,73,92.15998646754318
1,4,7,74,41.04588325386697
9,6,5,50,80.37638435610732
8,6,6,56,83.80371976699057
4,5,10,80,57.04375674435146
10,7,4,61,86.0898721399244
5,7,2,91,80.26549354595822
5,7,10,54,59.293547290991334
6,9,9,93,81.4859849332543
7,5,10,99,71.7520946792742
8,7,7,91,97.50255433879217
8,9,4,87,100.0
2,6,3,61,57.23506982079804
9,4,10,88,76.42640247335294
7,9,3,67,96.86906166832941
4,6,9,51,49.860318534666376
4,6,5,59,53.886573166993266
8,4,3,64,69.6980476655268
4,6,5,79,79.02581929377071
6,5,2,93,86.44896149003426
5,4,4,66,58.18634176462142
3,6,10,53,46.4315413441475
10,8,2,56,100.0
2,9,2,90,83.9139827165629
9,6,8,80,86.50745861241134
10,5,1,100,100.0
9,7,7,88,89.44690909724319
1,6,5,83,51.739752392212395
10,7,8,55,84.44939377857442
3,8,1,99,92.34055672118556
8,6,7,87,90.80579510262415
6,4,5,94,78.58567132076604
5,7,4,100,85.6242606638026
5,8,7,83,82.36755429179678
6,4,10,93,72.32198006638515
7,4,2,64,70.62738103654468
1,4,1,63,41.97865300968486
9,4,1,55,79.77255922780242
3,6,1,99,77.13119067190313
4,9,5,86,85.14920456273234
10,6,10,99,99.67866161109009
1,6,7,81,52.28893620201549
10,8,2,52,96.95834818398389
3,8,10,52,46.19385357668677
2,9,8,71,48.59091292329845
2,8,4,71,65.47091828842385
1,5,3,59,40.682592597042785
8,9,10,100,96.83422333475004
3,8,8,52,46.634135389323326
3,9,2,61,69.22935782575838
6,6,3,78,83.86546963621998
8,6,3,97,95.45572483738336
9,9,10,66,86.26374612122001
9,5,1,56,83.75498710623071
4,5,6,62,60.607293879380016
5,9,2,51,67.92687298510187
2,8,1,53,53.48741865217973
9,7,2,59,89.70214890981595
8,5,6,88,82.3717814249308
3,4,4,73,54.37809493506544
9,6,6,66,81.36057246942143
3,9,9,55,51.942061888509066
9,4,10,68,76.04036013912076
2,9,10,54,44.356398028421374
10,6,8,81,93.31177280408238
9,6,1,59,85.21338698593951
8,5,8,58,67.32970223092435
9,5,9,76,77.89122764195301
5,4,6,62,59.40820481820243
2,9,10,68,47.177165083986516
8,6,5,70,78.69672203744383
6,4,6,73,68.08714598573674
8,7,6,87,100.0
5,4,9,53,44.62025688012668
10,8,4,73,100.0
2,4,2,84,64.74010924177392
6,8,9,52,64.54951949307636
5,8,2,53,74.08239740191098
5,8,10,86,71.52403774040998
1,7,9,89,52.12132408610869
2,4,2,97,62.72425731136735
8,4,8,84,80.43186627150692
3,7,9,80,60.31777214999321
10,6,10,93,98.08582263846901
3,5,9,74,46.55947764723327
8,4,10,89,80.65067199689302
8,5,9,62,73.66667394073968
2,9,2,53,53.430209408618694
8,9,4,95,100.0
1,7,7,63,49.37511790980419
6,9,2,62,80.75222150073557
8,9,1,76,100.0
3,6,3,55,54.542880010012155
8,6,4,66,84.65439660711755
1,6,8,85,49.695281513461055
9,9,6,89,100.0
9,7,2,98,100.0
5,8,9,84,68.43338377938856
10,8,2,66,100.0
4,5,5,90,80.5018163999266
6,8,4,51,71.47290280686819
7,8,7,62,84.57633021075856
5,6,8,51,48.64112676493239
10,6,5,77,93.84207058257022
9,9,10,92,100.0
3,5,5,75,61.520532643116795
7,4,2,71,86.53213548966129
10,5,8,96,99.34277884529503
10,5,2,92,100.0
5,7,10,52,53.117886787513385
7,9,6,84,98.01001269234006
2,7,8,61,44.83632398676914
4,5,6,73,58.06783240747141
2,5,4,54,46.41926701482061
7,5,4,69,73.70246867227402
2,8,6,88,67.4775024155675
1,7,4,88,62.31750732335728
9,5,8,62,72.5479276962579
1,6,9,90,54.90368615933707
8,9,1,94,100.0
2,9,4,61,57.731647078566866
8,6,4,62,80.92519367529964
3,9,2,59,66.14362200076081
6,8,6,82,79.80676180378524
3,8,3,89,69.00865163796482
7,4,7,65,63.080861278219636
10,4,5,94,95.87986250842188
9,4,4,84,91.5744535391768
2,9,5,52,55.203494007641225
5,8,8,54,55.989076650985574
6,8,3,75,87.36748680863502
4,8,7,60,55.218771085666624
4,6,6,56,53.373537421807725
4,8,1,59,68.48790449669583
2,6,7,91,63.23086819039522
4,4,7,83,60.083865499972994
1,4,1,52,40.449160370841106
6,9,9,57,64.37375119942557
1,4,6,80,43.355793458117304
10,9,2,60,100.0
6,5,5,94,79.49457939638727
1,5,4,56,42.39703458798242
6,7,7,94,83.43676841556156
10,9,8,51,88.75412657287019
8,7,1,55,90.6848793634662
2,7,5,90,64.23010753339462
2,5,3,81,63.04886713222562
4,9,1,69,93.2831973850292
3,5,3,83,68.33769997095852
4,7,6,99,86.56790732299898
7,9,7,65,82.90523000053307
1,7,8,74,42.340191889012466
6,8,4,61,77.87846998626492
3,9,3,56,62.348081018950346
10,9,5,88,100.0
7,7,9,66,70.63707394798857
10,8,6,94,100.0
2,6,9,60,34.7003754710357
2,5,6,55,54.04230792359896
4,7,2,72,77.03935457236098
1,9,5,76,61.221951229210575
3,5,9,95,59.949400556254865
9,5,8,55,77.51174309810948
7,5,7,87,89.87785181154747
7,6,1,51,79.92542686006287
4,4,4,71,60.1059635239216
2,7,7,69,58.86322035988808
4,4,7,74,55.7117962146793
6,4,6,64,64.1765740481255
3,4,8,98,65.00505460015918
1,5,6,78,45.0676043106287
8,8,10,57,62.12082801297051
5,5,3,86,74.8245988733499
5,5,4,98,84.86500464689694
4,9,3,82,85.51275448859089
6,9,1,71,97.21335054706302
3,4,10,99,54.51584483065244
9,5,5,96,100.0
5,4,1,54,62.9253391522598
3,9,1,88,87.0220658128184
1,8,2,67,63.018063791471526
10,7,4,87,99.59167186553151
6,4,6,86,67.97551403686538
2,8,8,79,52.30954741466377
3,7,3,100,85.3610859242441
1,6,1,80,59.47271694130386
9,4,3,59,90.63790986662359
8,4,3,64,78.0168798744613
2,6,5,91,56.143130759592495
8,6,4,97,95.13791244647408
9,4,4,93,96.08688181609664
1,6,9,67,41.075949320967396
5,5,7,72,57.07581135958813
8,7,4,82,96.84240385903135
2,7,3,65,61.677713785229784
4,7,6,87,69.29526200222335
7,5,3,84,95.84578606029574
3,6,6,83,59.836704883247215
5,8,9,77,64.50060962892229
8,6,6,51,63.853887426367294
10,4,4,79,99.60320349346081
3,9,5,62,63.114414386729514
4,7,6,90,71.60357005267805
9,6,3,65,82.12930782284086
7,8,8,54,68.05374538216518
1,4,4,77,59.40722693838056
4,5,8,88,52.27756248119441
4,5,10,94,58.84170799483725
9,8,10,69,92.46391985021106
6,4,3,73,78.74486523534762
9,7,10,76,81.1468716585936
6,6,7,79,74.51797548467653
6,4,9,94,73.31468702347205
5,5,4,76,70.66919290903634
5,8,8,75,79.42225104804588
2,8,3,56,57.698771027289766
8,6,7,91,95.17758145481518
8,8,3,96,100.0
1,8,7,87,48.338055936367674
8,4,10,54,53.03793623321758
5,7,10,72,57.075610753469874
2,6,6,77,53.25357071361997
2,4,2,83,69.89207119507195
6,7,3,64,78.81205731437726
9,4,6,81,84.97105948967618
1,9,4,75,67.69278998077824
6,4,6,97,71.24058162249126
9,8,1,80,100.0
8,7,10,68,71.8133567302998
6,6,1,58,76.99020779734069
3,6,3,78,70.47918146176984
8,7,8,100,97.35742776013615
9,8,8,88,99.43658241609455
1,5,4,53,36.69445440391027
9,4,6,52,72.6037992905807
6,8,8,78,72.80081064609806
6,9,7,60,76.370694675039
4,7,7,82,65.4969849766834
1,4,4,87,46.892452198498134
10,6,9,60,80.18909717916043
8,5,10,76,63.434419178276556
2,9,6,82,73.37185035998003
1,6,3,70,55.98549498455849
2,7,5,88,66.68484925123902
1,4,5,80,38.88157627302625
1,7,5,87,55.99904908463293
9,4,8,95,88.70279217435926
1,8,9,51,35.18447614487396
4,5,9,76,46.55717517276264
10,8,6,85,97.91785497231929
6,8,6,60,70.58452801543211
7,7,9,96,79.58355300708084
2,5,4,67,57.35693661941631
6,4,6,50,57.472691797029164
7,4,4,84,76.98267945380485
10,9,1,84,100.0
10,6,7,80,98.83853294336845
2,9,10,77,56.9447917819346
2,9,6,88,68.80206883268023
10,4,9,50,67.5076309588508
7,7,7,74,76.30030646109172
1,8,7,92,54.316040403960734
8,8,2,87,100.0
3,8,9,69,52.89743390614392
6,5,10,52,51.141003048561664
9,4,9,100,84.4487607184969
6,7,6,51,63.20274741695335
9,5,3,67,100.0
7,6,1,93,93.87001048127387
9,7,4,59,94.74297887270775
2,9,3,54,57.8609724142305
8,7,1,58,91.39969231747322
8,7,3,51,86.72290127698126
2,8,4,83,68.86133692202999
4,7,8,87,66.74146421809856
7,9,9,80,83.0695451085878
4,9,3,59,69.7378575917683
4,4,6,99,78.82185278457706
6,7,10,61,54.07937111419805
10,8,5,85,97.64636521103604
6,7,6,70,65.47973541401116
10,6,4,98,100.0
3,6,10,96,64.50041538599181
9,8,6,55,88.307096462021
10,4,7,97,93.46248679296646
2,4,9,98,52.8575423617008
6,9,10,52,57.41850682456082
7,9,7,59,72.38223856296815
9,5,6,54,77.89933419505772
3,8,1,95,89.73842030554198
10,7,2,75,100.0
3,8,1,70,80.17507560415402
7,5,9,94,83.82802674393055
4,9,10,75,72.45862926127775
8,8,10,87,85.99530965452541
7,8,9,93,95.10343122816323
5,9,7,75,86.39771319987888
7,5,2,57,72.43741233321991
3,9,6,54,56.22915480815957
2,4,4,64,41.26140748796801
6,7,1,65,75.77892451919587
2,9,1,50,54.33724329366853
3,5,5,65,48.442669341063535
6,6,2,86,88.37368989492785
5,4,4,52,51.15400230289324
8,6,1,96,100.0
9,9,4,80,100.0
3,4,6,62,43.64937803062811
10,7,10,65,83.18681447715348
3,9,4,92,77.36043803656844
3,7,1,70,67.44630113361774
6,8,7,51,61.455685127678926
1,6,2,76,57.42052344891408
7,4,9,87,69.49727067270084
1,7,3,75,51.669670620311024
5,5,8,87,70.46714444424269
10,7,8,95,100.0
8,5,3,74,91.55849267822053
4,9,4,60,63.878013126979106
5,4,2,57,59.095363466445065
4,7,4,57,62.65247702544861
4,7,9,82,61.4898006159387
8,4,2,56,78.8545599190391
2,7,3,87,70.98966443741968
1,5,4,70,49.39647678095533
3,7,5,57,61.798336166521324
9,6,1,100,100.0
4,9,7,70,68.76945555740713
10,8,10,69,87.53232256701732
5,5,7,57,53.88067945911592
2,6,9,95,52.17894923079963
4,9,4,80,70.17144906524989
2,4,6,99,61.81878063865532
2,5,2,78,66.11816468781532
4,8,4,97,82.84942538348632
6,9,2,58,89.93547079516298
7,8,10,64,70.11743783459265
10,4,5,79,81.73114009443495
3,4,7,75,55.091246268648014
3,5,1,59,55.10355881380927
10,7,10,78,95.04389338760006
6,4,10,65,48.1123625803418
3,9,7,85,72.56022081073824
2,7,10,69,41.49769458227844
8,6,6,94,94.00702433281178
5,8,6,86,83.83303347287678
1,7,8,71,48.172005006469426
3,8,8,56,51.34683916515046
10,7,6,72,88.10770446893889
8,6,3,90,100.0
4,4,5,89,71.657152189978
7,6,2,78,82.78501487921729
10,4,5,65,80.01985392847
2,4,9,87,52.86778679016456
7,8,10,77,76.45779218715367
5,9,1,97,94.14943331297209
5,6,10,87,67.86277206759637
6,7,5,80,77.8073780602279
9,6,6,63,83.3052106570299
6,8,7,82,78.93396664576827
8,4,9,58,61.362445899597276
7,8,6,76,90.55198691928726
9,5,5,73,74.15737659937497
4,5,7,62,54.77375377217622
2,7,1,75,71.22725389133247
7,8,5,78,84.89002929411173
6,7,2,100,100.0
1,7,4,98,62.20488016579588
9,5,7,92,88.70008227168186
9,7,5,77,90.62416478204483
2,5,6,77,56.256460818012926
3,4,2,57,42.77526156666083
5,8,3,72,87.20073613012788
5,7,7,78,69.47530716943055
1,5,2,54,46.074560770786775
8,6,6,91,94.14353960681865
8,7,5,56,79.7561589410326
4,9,10,91,69.4965696926122
7,4,1,85,93.71186281463928
10,4,10,90,84.42574367139449
3,6,4,76,59.34375671139548
6,5,2,95,92.88855141761766
10,7,4,51,89.22874809768435
10,5,1,74,100.0
9,4,2,58,81.6866645427225
1,5,8,76,38.74562313652127
5,4,6,50,51.3737173651195
4,5,2,72,64.76191421956298
8,6,6,59,72.39038744347147
1,8,10,91,58.65944096827937
9,6,9,74,91.15777533637514
6,6,7,52,58.76769104040755
4,8,9,55,48.626294068570346
9,8,5,55,85.73271825050091
5,7,7,51,60.074006149479615
5,7,7,67,66.78739764238735
5,6,3,72,78.97115847235855
1,6,7,51,37.825449191378496
1,4,1,61,39.982952659450454
8,4,9,71,67.03340824679613
8,7,10,86,77.09582940012338
6,9,6,69,85.22339672815095
4,9,5,88,71.04056367364299
2,7,7,73,47.08333834688844
2,4,5,97,57.940987669974135
9,4,10,69,74.31958701552408
5,9,5,50,64.39173293147175
4,5,10,50,38.17385293142754
10,5,7,66,82.2723606336365
